	COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2COLUMN_2
P1	0	11.1111	44.4444	33.3333	11.1111
P2	0	0	21.4286	42.8571	35.7143
P3	0	25	25	37.5	12.5
P4	0	0	1.75439	36.8421	61.4035
P5	0	1.92308	23.0769	36.5385	38.4615
P6	0	0	4.16667	33.3333	62.5
P7	0	3.0303	6.06061	30.303	60.6061
P8	0	0	9.90566	57.0755	33.0189
P9	0	2.5641	11.5385	34.6154	51.2821
P10	6.29371	14.6853	27.972	43.3566	7.69231
P11	39.7727	20.4545	20.4545	7.95455	11.3636
P12	0	0	0.598802	38.3234	61.0778
P13	0	0.729927	19.708	48.9051	30.6569
P14	0	0	0.8	12	87.2
P15	0	0.595238	4.7619	30.9524	63.6905
P16	0	0	0	0	100

